path	tonic(hz)	tradition	artist_name	gender	vocal_instrumental
TonicDataset/CM/audio/05d50386-d558-4d57-a000-ecf57a24fc55_879-1059.mp3	143.217	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/0a6ebaa4-87cc-452d-a7af-a2006e96f16a_0-180.mp3	131.436	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/0edbc0b8-fbe9-4b24-9865-2d90d278af34_0-180.mp3	206.211	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/0efa6531-54dc-4d9f-92ca-932a686481cf_0-180.mp3	185.21	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/1232586a-4c61-43a4-b1bc-2758ec73841c_0-180.mp3	187.708	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/13ee516e-de20-4770-9643-86f4f1adf8fa_0-180.mp3	139.608	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/13ee516e-de20-4770-9643-86f4f1adf8fa_435-615.mp3	139.345	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/13ee516e-de20-4770-9643-86f4f1adf8fa_870-1050.mp3	139.098	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1479760f-8124-49b6-a28e-b43ed338f5e9_0-180.mp3	130.833	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1513a073-1fe5-481f-9848-32a5c6505e65_0-180.mp3	139.859	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1513a073-1fe5-481f-9848-32a5c6505e65_1422-1602.mp3	135.695	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1513a073-1fe5-481f-9848-32a5c6505e65_711-891.mp3	139.215	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/167129a1-d931-4d86-a27d-7ce609944148_0-180.mp3	147.64	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/170d02f1-5804-4919-8780-f38014592aa0_0-180.mp3	133.358	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/194d852d-5c1e-475d-8370-a5915d422d2a_0-180.mp3	179.197	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1a840c38-24a1-4faf-8710-d543c0d5aafe_0-180.mp3	205.944	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/1c3d8526-6692-46f5-a00a-92dddbead9ff_0-180.mp3	197.16	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/1e2bc579-2fac-40be-b75b-02312af411fc_0-180.mp3	131.794	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1e2bc579-2fac-40be-b75b-02312af411fc_2258-2438.mp3	131.824	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1e2bc579-2fac-40be-b75b-02312af411fc_4516-4696.mp3	132.617	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1e869eb8-9604-458d-8dbe-05980a4b6214_0-180.mp3	156.144	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1e869eb8-9604-458d-8dbe-05980a4b6214_1616-1796.mp3	156.191	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1e869eb8-9604-458d-8dbe-05980a4b6214_808-988.mp3	156.419	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1fccaf30-1821-4342-8ab1-a1c5caa89e90_0-180.mp3	208.103	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/204735ab-cba7-49f4-9d7c-9e08dcadf6be_0-180.mp3	190.537	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/211c010f-7ae5-4ca6-a909-f10afed265c5_0-180.mp3	140.189	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/211c010f-7ae5-4ca6-a909-f10afed265c5_1486-1666.mp3	139.884	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/211c010f-7ae5-4ca6-a909-f10afed265c5_743-923.mp3	140.184	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/213c5ae8-57e8-4472-b439-db7bbe4b1e0e_0-180.mp3	130.73	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/213c5ae8-57e8-4472-b439-db7bbe4b1e0e_1051-1231.mp3	130.448	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/213c5ae8-57e8-4472-b439-db7bbe4b1e0e_525-705.mp3	131.083	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/22e45ddb-9b88-406e-996a-2136730d72d4_0-180.mp3	237.11	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/22e45ddb-9b88-406e-996a-2136730d72d4_1317-1497.mp3	236.611	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/22e45ddb-9b88-406e-996a-2136730d72d4_658-838.mp3	236.781	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/26edd341-14fc-4c65-8904-8db801afbf2f_0-180.mp3	200.14	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/290c8578-e243-4ecb-9839-05920bd01a89_0-180.mp3	155.237	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2a7fe6ba-5f03-4ee8-ac6d-31a050460a6a_0-180.mp3	140.233	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2ce8a78d-6316-4344-8e99-201f48ba7410_0-180.mp3	142.742	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2d16d8a1-7a1d-4c51-86ef-ff7ee1893292_0-180.mp3	132.311	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2d17101c-7109-4754-8d01-14de67b906d4_0-180.mp3	146.675	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2e399218-6978-47ef-ad3f-c7eca6dad81b_0-180.mp3	148.922	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e399218-6978-47ef-ad3f-c7eca6dad81b_418-598.mp3	148.313	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e399218-6978-47ef-ad3f-c7eca6dad81b_836-1016.mp3	148.919	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e6749b2-1770-4468-9db0-6e983190bf9d_0-180.mp3	141.103	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e6749b2-1770-4468-9db0-6e983190bf9d_1596-1776.mp3	140.855	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e6749b2-1770-4468-9db0-6e983190bf9d_798-978.mp3	140.806	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e7171bb-f64b-4d80-80ac-1feeb60e1138_0-180.mp3	142.897	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/322d7791-af5b-4ea8-bf0a-dd5cc3e7ec5d_0-180.mp3	143.078	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/344dca74-fb8a-4c7e-a7e6-0a52088edd71_0-180.mp3	139.87	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/344dca74-fb8a-4c7e-a7e6-0a52088edd71_2871-3051.mp3	139.4725	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/351c3fff-6731-467a-8f41-2bc5397d01bb_0-180.mp3	129.162	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35bd5102-d3bc-48da-a384-00848130aa72_0-180.mp3	140.891	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/35c1056e-091a-43db-b9f5-df1f1d5bf45c_0-180.mp3	144.399	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35c1056e-091a-43db-b9f5-df1f1d5bf45c_1566-1746.mp3	145.145	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35c1056e-091a-43db-b9f5-df1f1d5bf45c_783-963.mp3	144.638	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35d79f11-0fe5-43ff-97ed-626e2433117f_0-180.mp3	179.409	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/37720d91-a434-4630-b448-874b90f6089e_0-180.mp3	130.66	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/37f6c0e8-dcb9-4722-8b91-60c05ccd82a3_0-180.mp3	131.125	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/38ebd057-ce02-448c-83e4-0cb7938e8288_0-180.mp3	125.78	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/39080101-e69b-455c-843b-b45365c695bb_0-180.mp3	132.054	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/39080101-e69b-455c-843b-b45365c695bb_382-562.mp3	132.605	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/39080101-e69b-455c-843b-b45365c695bb_765-945.mp3	132.099	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/390b4193-5b59-41cd-887b-02a81132ce4f_0-180.mp3	129.858	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/390b4193-5b59-41cd-887b-02a81132ce4f_1221-1401.mp3	130.308	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/390b4193-5b59-41cd-887b-02a81132ce4f_610-790.mp3	128.989	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/393f4891-7869-4067-b22b-18219873c4b1_0-180.mp3	129.639	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3abaaa52-4c95-4e8b-beda-37bc3d01f763_0-180.mp3	179.19	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/3abaaa52-4c95-4e8b-beda-37bc3d01f763_1028-1208.mp3	179.384	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/3abaaa52-4c95-4e8b-beda-37bc3d01f763_514-694.mp3	179.222	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/3ba1767b-f6c3-43dc-856f-1df72863650f_0-180.mp3	137.175	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3bc2e9ff-698c-4c76-8a21-1c8de447b0ce_0-180.mp3	142.556	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3d935f9f-d20d-4fea-a510-cd98fb6b3202_0-180.mp3	125.46	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3d935f9f-d20d-4fea-a510-cd98fb6b3202_452-632.mp3	125.32	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3d935f9f-d20d-4fea-a510-cd98fb6b3202_904-1084.mp3	125.759	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3dbeaf76-b439-46ff-b459-bbadffd4b5b5_0-180.mp3	138.785	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/41a138f7-59a4-4ef9-ae37-5b9fd097269c_0-180.mp3	146.469	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/41e3e253-0d97-4ded-9e3b-7bd7e9089098_0-180.mp3	143.018	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/434f533d-0d63-4d36-899b-908fcd9cc786_0-180.mp3	144.356	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/442715a3-31f8-494a-a694-9c571e7c38ea_0-180.mp3	197.138	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/45ac02f9-e046-495d-86c7-deac430ca977_0-180.mp3	141.924	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/46d2fe1f-87e4-47fc-a665-cdb680dae535_0-180.mp3	187.154	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/480922a6-b0d8-4dee-989e-16cb899780a7_0-180.mp3	131.104	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/49458b4a-5631-4cc5-8c8d-bf638223a58a_0-180.mp3	141.751	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/49b39a9e-757f-4c8b-88e1-836f7a608277_0-180.mp3	146.366	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4b01e19f-9db8-4827-a103-ef6e50d814ac_0-180.mp3	145.877	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4b120b45-078a-4207-9729-ead807cdc8a4_0-180.mp3	155.33	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4cce25c2-7ffe-431c-9665-0e3d7ac4d75e_0-180.mp3	197.235	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/4e1209fd-eb99-4481-b292-3fc2d806b64f_0-180.mp3	141.122	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/507c8fee-0844-4602-82d9-2cb131d06c84_0-180.mp3	197.695	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/507c8fee-0844-4602-82d9-2cb131d06c84_1106-1286.mp3	196.661	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/507c8fee-0844-4602-82d9-2cb131d06c84_2212-2392.mp3	197.513	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/51be244d-17aa-4c44-88f7-82d00225da0e_0-180.mp3	192.055	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/526a79ed-0535-4df1-b3ff-0b1b92a7c21f_0-180.mp3	130.352	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/527c1543-deba-4b62-9a41-0b13443ca831_0-180.mp3	205.877	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/535fbd38-a184-4d19-b777-e3ab6e1d9db6_0-180.mp3	141.352	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/539f5ee4-f163-452a-ae6c-ffb3231bdd57_0-180.mp3	193.071	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/5423fdaf-e914-49e2-ac8b-b52003b374a6_0-180.mp3	142.875	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/547b05bb-4adb-4e78-83b9-93c0d3c1c9d6_0-180.mp3	130.452	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/547b05bb-4adb-4e78-83b9-93c0d3c1c9d6_361-541.mp3	130.791	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/547b05bb-4adb-4e78-83b9-93c0d3c1c9d6_722-902.mp3	130.795	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/56946cdc-f9ea-4951-8033-4e6c9d2151a4_0-180.mp3	145.244	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/573f34a7-3d87-4ca8-a2ad-e5bc9a8b8abb_0-180.mp3	125.901	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/57c47d41-e2e9-4ac5-a9de-496d4c491082_0-180.mp3	159.655	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/57c47d41-e2e9-4ac5-a9de-496d4c491082_468-648.mp3	159.796	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/57c47d41-e2e9-4ac5-a9de-496d4c491082_936-1116.mp3	159.531	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5b640af5-26f6-4a02-81e5-d28cd01e9149_0-180.mp3	139.955	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5b640af5-26f6-4a02-81e5-d28cd01e9149_465-645.mp3	139.931	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5b640af5-26f6-4a02-81e5-d28cd01e9149_930-1110.mp3	140.618	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5c046343-cde4-4487-9450-ab1bf3b1ce53_0-180.mp3	146.347	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5c046343-cde4-4487-9450-ab1bf3b1ce53_1222-1402.mp3	145.776	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5c046343-cde4-4487-9450-ab1bf3b1ce53_611-791.mp3	146.534	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5c0fec0a-094e-471b-aa83-1f8e6ee3d274_0-180.mp3	165.383	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5c0fec0a-094e-471b-aa83-1f8e6ee3d274_488-668.mp3	165.638	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5c0fec0a-094e-471b-aa83-1f8e6ee3d274_976-1156.mp3	164.703	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5e36d2fc-cddf-4fc2-b336-be537764dbd5_0-180.mp3	139.734	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5eb580e8-faea-4082-88c8-e9e3b73779ec_0-180.mp3	136.657	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5fc61b44-a672-4f9b-a88a-f7c10680d057_0-180.mp3	206.112	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/61e7bb81-0294-4bce-b8c5-c963519a8da8_0-180.mp3	132.489	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/62d572bc-f693-4378-b22c-03879b78ff0a_0-180.mp3	156.634	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/631873f5-6bf6-4ce8-973b-8eea59b87a02_0-180.mp3	130.523	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/63266e48-0a3c-4756-b2bf-eb2d20902eee_0-180.mp3	156.501	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/64a4af23-ad15-4768-a9f1-252145b04dae_0-180.mp3	145.415	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/6688cb72-8dd9-492b-b652-7a2a522d262d_0-180.mp3	206.6	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/682176db-677a-4e95-9a53-82b1f79305ed_0-180.mp3	136.91	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/682d6bc4-21d5-4075-8842-b40d56308e9d_0-180.mp3	130.719	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/68ecc764-b0da-4919-affe-8a50d558cbbf_0-180.mp3	232.73	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/68ecc764-b0da-4919-affe-8a50d558cbbf_1510-1690.mp3	232.931	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/68ecc764-b0da-4919-affe-8a50d558cbbf_755-935.mp3	233.343	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/6b2d0b03-d7c9-4171-bc9b-f0b0568a9cbc_0-180.mp3	125.325	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/6e922c43-cf72-46b2-9f40-efde24c5de13_0-180.mp3	138.836	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/6f2504c0-3b3a-4169-a586-7e139a1ee7ef_0-180.mp3	133.977	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/6f2ff6eb-92a4-4125-ad9b-f02cffd3d62a_0-180.mp3	139.464	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/6fb47e57-cdbe-4538-b81c-fd5e43caa64b_0-180.mp3	141.356	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/7199a72c-c660-40dc-8cb9-bc941ae4e8a2_0-180.mp3	140.725	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/7199a72c-c660-40dc-8cb9-bc941ae4e8a2_1574-1754.mp3	140.952	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/7199a72c-c660-40dc-8cb9-bc941ae4e8a2_787-967.mp3	140.66	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/7290c802-19b6-4116-b74f-84fa3f4aa85f_0-180.mp3	129.402	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/7297b84b-c8d4-492d-a498-9e99e738dafb_0-180.mp3	145.368	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/72f1c5a9-91a1-4b62-976f-7af979f8c763_0-180.mp3	135.816	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/72f1c5a9-91a1-4b62-976f-7af979f8c763_1021-1201.mp3	134.826	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/72f1c5a9-91a1-4b62-976f-7af979f8c763_510-690.mp3	134.221	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/7344b268-741a-444f-81ed-f7c89fefe020_0-180.mp3	138.226	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/74a866cf-4ec7-47bb-817d-6d4d990951ec_0-180.mp3	130.697	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/7691ba03-79f9-4612-a7a0-dc4522c8b89c_0-180.mp3	182.847	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/76f1035e-662f-495e-99fc-94b62fdc002f_0-180.mp3	146.882	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/7c12e1e5-f5c9-4269-ba0c-4d36a5c71ca3_0-180.mp3	197.653	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/7c12e1e5-f5c9-4269-ba0c-4d36a5c71ca3_1239-1419.mp3	196.931	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/7c12e1e5-f5c9-4269-ba0c-4d36a5c71ca3_619-799.mp3	196.926	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/7d0561b3-4aef-4702-95da-3ebbda964d9a_0-180.mp3	143.822	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/7f6677bc-5bf7-47dd-a5ba-b220d7c58174_0-180.mp3	131.61	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/80bd7cbe-8a84-42a9-922f-ca7bb4e4546d_0-180.mp3	133.983	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/80c94c75-4175-40ca-9f23-4e5a04f5e9cb_0-180.mp3	233.529	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/80c94c75-4175-40ca-9f23-4e5a04f5e9cb_1083-1263.mp3	233.237	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/80c94c75-4175-40ca-9f23-4e5a04f5e9cb_2167-2347.mp3	232.311	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/8296a249-801d-40ad-942b-91869978fcf2_0-180.mp3	147.399	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/8296a249-801d-40ad-942b-91869978fcf2_1074-1254.mp3	147.514	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/8296a249-801d-40ad-942b-91869978fcf2_537-717.mp3	147.261	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/83ea606c-3dc1-40b2-b99c-adcb722d25be_0-180.mp3	140.345	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/83ea606c-3dc1-40b2-b99c-adcb722d25be_1257-1437.mp3	140.334	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/83ea606c-3dc1-40b2-b99c-adcb722d25be_628-808.mp3	140.603	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/842df58e-b16f-4853-8201-dee522f45483_0-180.mp3	140.307	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/84b20565-5e49-41f7-95a9-6ef495e85ff4_0-180.mp3	197.453	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/84d55da4-5f22-4b1a-88ad-aff6d6510b60_0-180.mp3	183.408	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/8b065998-c988-4c70-bf33-cb3428ce2d25_0-180.mp3	146.199	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/8b065998-c988-4c70-bf33-cb3428ce2d25_1391-1571.mp3	145.967	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/8b065998-c988-4c70-bf33-cb3428ce2d25_695-875.mp3	146.327	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/8c04166b-24af-4b51-8eda-7c9fd19f0096_0-180.mp3	131.947	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/8c04166b-24af-4b51-8eda-7c9fd19f0096_1371-1551.mp3	132.151	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/8c04166b-24af-4b51-8eda-7c9fd19f0096_685-865.mp3	132.666	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/8cd7367e-8ae9-4135-b4cd-1ed05b5c64b9_0-180.mp3	138.607	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/8cd7367e-8ae9-4135-b4cd-1ed05b5c64b9_389-569.mp3	138.846	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/8cd7367e-8ae9-4135-b4cd-1ed05b5c64b9_779-959.mp3	138.407	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/90901e54-9c37-476d-8a71-541725efa852_0-180.mp3	138.36	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/91517732-ab95-4b42-8bef-93c065cd7018_0-180.mp3	206.702	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/91768f2f-6a9a-47be-8d11-ed1946c5cf77_0-180.mp3	131.358	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/91768f2f-6a9a-47be-8d11-ed1946c5cf77_1220-1400.mp3	131.244	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/91768f2f-6a9a-47be-8d11-ed1946c5cf77_2441-2621.mp3	132.234	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/930ae825-111c-4dd5-b8be-de609fd5202d_0-180.mp3	214.113	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/93168ebf-beb1-42b5-b67b-429f870ec6b2_0-180.mp3	159.737	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/93168ebf-beb1-42b5-b67b-429f870ec6b2_452-632.mp3	160.25	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/93168ebf-beb1-42b5-b67b-429f870ec6b2_905-1085.mp3	159.663	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/932be692-9ff8-4fe1-8546-b92b2d3db696_0-180.mp3	231.602	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/93ec5381-1ff3-4f57-a170-1ea0e0109eff_0-180.mp3	184.649	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/9438f9d0-869f-44db-a474-119732a0f36a_0-180.mp3	192.926	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/9505af2e-c772-49ef-834f-3f614e1117ac_0-180.mp3	206.983	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/950c9b6a-53e6-43e2-9339-82ba49ade152_0-180.mp3	148.585	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/950c9b6a-53e6-43e2-9339-82ba49ade152_1554-1734.mp3	148.535	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/950c9b6a-53e6-43e2-9339-82ba49ade152_777-957.mp3	148.579	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/979c66da-22ff-4609-8272-10d11862d7cd_0-180.mp3	128.951	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/9a6c50a7-2b7a-45b5-bad0-a7b2dd3e0169_0-180.mp3	139.549	Hindustani	NA	Male	vocal
