path	tonic(hz)	tradition	artist_name	gender	vocal_instrumental
TonicDataset/IISc/audio/mayamalavagowla/03c-merusamana-mayamalavagowla-swarakalpana-mdr-c04.mp3	103.39	na	na	Male	NA
TonicDataset/IISc/audio/mayamalavagowla/03a-mayamalavagowla-alapana-mdr-c04.mp3	103.39	na	na	Male	NA
TonicDataset/IISc/audio/mayamalavagowla/01d-devadeva-mayamalavagowla-swarakalpana-ssi-c11.mp3	118.25	na	na	Male	NA
TonicDataset/IISc/audio/panthuvarali/03a-panthuvarali-alapana-dkp-c06.mp3	167.68	na	na	Female	NA
TonicDataset/IISc/audio/panthuvarali/04a-panthuvarali-alapana-ssi-c02.mp3	133.8	na	na	Male	NA
TonicDataset/IISc/audio/panthuvarali/18_FILLER_panthuvarali_alapana-ssi-c09.mp3	128.02	na	na	Male	NA
TonicDataset/IISc/audio/panthuvarali/03a-raghuvara-panthuvarali-alapana-gnb-c02.mp3	132.68	na	na	Male	NA
TonicDataset/IISc/audio/panthuvarali/04a-panthuvarali-alapana-dkp-c02.mp3	169.36	na	na	Female	NA
TonicDataset/IISc/audio/panthuvarali/02a-panthuvarali-alapana-gnb-c01.mp3	133.93	na	na	Male	NA
TonicDataset/IISc/audio/panthuvarali/04a-panthuvarali-alapana-ssi-c12.mp3	128.58	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/22c-FILLER-siddhivinayakam-shanmukhapriya-swarakalpana-ssi-c16.mp3	135.52	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/02b-siddhi-vinayakam-shanmukhapriya-swarakalpana-ssi-c17.mp3	138.05	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/22a-FILLER-shanmukhapriya-alapana-ssi-c16.mp3	135.73	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/09c-rtp-shanmukhapriya-pallavi-neraval-alathur-c01.mp3	147.31	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/09b_rtp_shanmukhapriya-tanam-ssi-c09.mp3	127.98	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/09a-rtp-shanmukhapriya-alapana-alathur-c01.mp3	146.21	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/09a_rtp_shanmukhapriya_alapana-ssi-c09.mp3	127.96	na	na	Male	NA
TonicDataset/IISc/audio/shanmukhapriya/08a-rtp-shanmukhapriya-alapana-gnb-c01.mp3	132.39	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/03b-swararagasudha-shankarabharanam-swarakalpana-ssi-c17.mp3	136.43	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/04a-shankarabharanam-alapana-ssi-c10.mp3	129.23	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/04d-enduku-peddala-shankarabharanam-swarakalpana-ssi-c10.mp3	129.79	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/06d-dakshinamurthe-shankarabharanam-swarakalpana-ssi-air.mp3	118.94	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/08a-shankarabharanam-alapana-ssi-c19.mp3	132.78	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/08c-dakshinamurthe-shankarabharanam-swarakalpana-ssi-c19.mp3	132.74	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/09a-rtp-shankarabharanam-alapana-ssi-c06.mp3	132.28	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/09d-rtp-shankarabharanam-pallavi-swarakalpana-ssi-c06.mp3	130.53	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/13a-FILLER-shankarabharanam-alapana-ssi-c13.mp3	134.09	na	na	Male	NA
TonicDataset/IISc/audio/shankarabharana/13d-FILLER-bhaktha-parayana-shankarabharanam-swarakalpana-ssi-c13.mp3	135.07	na	na	Male	NA
