path	tonic(hz)	tradition	artist_name	gender	vocal_instrumental
TonicDataset/CM/audio/0481f568-f9f9-4b9d-9f03-d82cb9ccbf3c_1359-1539.mp3	236.75	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/0481f568-f9f9-4b9d-9f03-d82cb9ccbf3c_679-859.mp3	236.559	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/049d9e8f-a34c-4da7-aa7d-617584c5c461_0-180.mp3	143.888	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/05d50386-d558-4d57-a000-ecf57a24fc55_1758-1938.mp3	144.413	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/05d50386-d558-4d57-a000-ecf57a24fc55_879-1059.mp3	143.217	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/0640aaa2-45c8-48ef-b1ed-7ed878d4f40c_0-180.mp3	161.743	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/0640aaa2-45c8-48ef-b1ed-7ed878d4f40c_479-659.mp3	161.493	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/0640aaa2-45c8-48ef-b1ed-7ed878d4f40c_958-1138.mp3	161.635	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/08ea0011-2c06-437c-8061-5356d1c49fbf_0-180.mp3	332.662	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/09ff223f-788a-40ed-b135-13c7b07aefe5_0-180.mp3	161.042	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/0a6ebaa4-87cc-452d-a7af-a2006e96f16a_0-180.mp3	131.436	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/0edbc0b8-fbe9-4b24-9865-2d90d278af34_0-180.mp3	206.211	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/0ef63a9f-d7dc-450a-9ae3-86fc01dbc3d7_0-180.mp3	268.638	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/0ef63a9f-d7dc-450a-9ae3-86fc01dbc3d7_361-541.mp3	268.672	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/0ef63a9f-d7dc-450a-9ae3-86fc01dbc3d7_722-902.mp3	268.709	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/0efa6531-54dc-4d9f-92ca-932a686481cf_0-180.mp3	185.21	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/1232586a-4c61-43a4-b1bc-2758ec73841c_0-180.mp3	187.708	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/13ee516e-de20-4770-9643-86f4f1adf8fa_0-180.mp3	139.608	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/13ee516e-de20-4770-9643-86f4f1adf8fa_435-615.mp3	139.345	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/13ee516e-de20-4770-9643-86f4f1adf8fa_870-1050.mp3	139.098	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1479760f-8124-49b6-a28e-b43ed338f5e9_0-180.mp3	130.833	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1513a073-1fe5-481f-9848-32a5c6505e65_0-180.mp3	139.859	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1513a073-1fe5-481f-9848-32a5c6505e65_1422-1602.mp3	135.695	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1513a073-1fe5-481f-9848-32a5c6505e65_711-891.mp3	139.215	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/15694f58-98c5-4228-bcb9-128247417dc1_0-180.mp3	171.155	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/163b57a9-cd4b-40de-aae8-d3a00dd14eb0_0-180.mp3	268.638	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/167129a1-d931-4d86-a27d-7ce609944148_0-180.mp3	147.64	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/16b03f65-d9a3-425d-97d8-377182a2789f_0-180.mp3	192.918	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/170d02f1-5804-4919-8780-f38014592aa0_0-180.mp3	133.358	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/194d852d-5c1e-475d-8370-a5915d422d2a_0-180.mp3	179.197	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1a840c38-24a1-4faf-8710-d543c0d5aafe_0-180.mp3	205.944	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/1c3d8526-6692-46f5-a00a-92dddbead9ff_0-180.mp3	197.16	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/1e2bc579-2fac-40be-b75b-02312af411fc_0-180.mp3	131.794	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1e2bc579-2fac-40be-b75b-02312af411fc_2258-2438.mp3	131.824	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1e2bc579-2fac-40be-b75b-02312af411fc_4516-4696.mp3	132.617	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/1e869eb8-9604-458d-8dbe-05980a4b6214_0-180.mp3	156.144	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1e869eb8-9604-458d-8dbe-05980a4b6214_1616-1796.mp3	156.191	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1e869eb8-9604-458d-8dbe-05980a4b6214_808-988.mp3	156.419	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/1f7881ef-0ef0-4e38-962f-f1bf2f1bfb7a_0-180.mp3	330.172	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/1f97eafa-aa10-48d1-8739-3f5aed90a650_0-180.mp3	321.216	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/1f97eafa-aa10-48d1-8739-3f5aed90a650_484-664.mp3	322.584	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/1f97eafa-aa10-48d1-8739-3f5aed90a650_969-1149.mp3	322.078	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/1fccaf30-1821-4342-8ab1-a1c5caa89e90_0-180.mp3	208.103	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/204735ab-cba7-49f4-9d7c-9e08dcadf6be_0-180.mp3	190.537	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/211c010f-7ae5-4ca6-a909-f10afed265c5_0-180.mp3	140.189	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/211c010f-7ae5-4ca6-a909-f10afed265c5_1486-1666.mp3	139.884	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/211c010f-7ae5-4ca6-a909-f10afed265c5_743-923.mp3	140.184	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/213c5ae8-57e8-4472-b439-db7bbe4b1e0e_0-180.mp3	130.73	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/213c5ae8-57e8-4472-b439-db7bbe4b1e0e_1051-1231.mp3	130.448	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/213c5ae8-57e8-4472-b439-db7bbe4b1e0e_525-705.mp3	131.083	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/22601164-1342-42ae-9a27-02a9a657bb55_0-180.mp3	335.088	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/22601164-1342-42ae-9a27-02a9a657bb55_377-557.mp3	338.256	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/22601164-1342-42ae-9a27-02a9a657bb55_755-935.mp3	336.898	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/22e45ddb-9b88-406e-996a-2136730d72d4_0-180.mp3	237.11	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/22e45ddb-9b88-406e-996a-2136730d72d4_1317-1497.mp3	236.611	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/22e45ddb-9b88-406e-996a-2136730d72d4_658-838.mp3	236.781	Hindustani	NA	Female	vocal
TonicDataset/CM/audio/24b6edfb-f97f-4cae-85c7-97f5acd7ff59_0-180.mp3	163.449	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/26edd341-14fc-4c65-8904-8db801afbf2f_0-180.mp3	200.14	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/27bb2f64-4641-4657-82db-3cc5c9fc9086_0-180.mp3	294.619	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/27bb2f64-4641-4657-82db-3cc5c9fc9086_1583-1763.mp3	296.626	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/27bb2f64-4641-4657-82db-3cc5c9fc9086_791-971.mp3	295.251	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/28ded48c-2cae-4932-b7dc-d626612eb5a5_0-180.mp3	163.449	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/290c8578-e243-4ecb-9839-05920bd01a89_0-180.mp3	155.237	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2a20e9c7-aa92-42c1-a6fb-db535c9830fc_0-180.mp3	156.459	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/2a7fe6ba-5f03-4ee8-ac6d-31a050460a6a_0-180.mp3	140.233	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2ce8a78d-6316-4344-8e99-201f48ba7410_0-180.mp3	142.742	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2d16d8a1-7a1d-4c51-86ef-ff7ee1893292_0-180.mp3	132.311	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2d17101c-7109-4754-8d01-14de67b906d4_0-180.mp3	146.675	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/2e399218-6978-47ef-ad3f-c7eca6dad81b_0-180.mp3	148.922	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e399218-6978-47ef-ad3f-c7eca6dad81b_418-598.mp3	148.313	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e399218-6978-47ef-ad3f-c7eca6dad81b_836-1016.mp3	148.919	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e6749b2-1770-4468-9db0-6e983190bf9d_0-180.mp3	141.103	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e6749b2-1770-4468-9db0-6e983190bf9d_1596-1776.mp3	140.855	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e6749b2-1770-4468-9db0-6e983190bf9d_798-978.mp3	140.806	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/2e7171bb-f64b-4d80-80ac-1feeb60e1138_0-180.mp3	142.897	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/322d7791-af5b-4ea8-bf0a-dd5cc3e7ec5d_0-180.mp3	143.078	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/344dca74-fb8a-4c7e-a7e6-0a52088edd71_0-180.mp3	139.87	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/344dca74-fb8a-4c7e-a7e6-0a52088edd71_2871-3051.mp3	139.4725	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/351c3fff-6731-467a-8f41-2bc5397d01bb_0-180.mp3	129.162	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35bd5102-d3bc-48da-a384-00848130aa72_0-180.mp3	140.891	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/35c1056e-091a-43db-b9f5-df1f1d5bf45c_0-180.mp3	144.399	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35c1056e-091a-43db-b9f5-df1f1d5bf45c_1566-1746.mp3	145.145	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35c1056e-091a-43db-b9f5-df1f1d5bf45c_783-963.mp3	144.638	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/35d79f11-0fe5-43ff-97ed-626e2433117f_0-180.mp3	179.409	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/37720d91-a434-4630-b448-874b90f6089e_0-180.mp3	130.66	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/37f6c0e8-dcb9-4722-8b91-60c05ccd82a3_0-180.mp3	131.125	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/38aa7ce5-4767-4474-86c5-912e8896d993_0-180.mp3	196.719	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/38ebd057-ce02-448c-83e4-0cb7938e8288_0-180.mp3	125.78	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/39080101-e69b-455c-843b-b45365c695bb_0-180.mp3	132.054	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/39080101-e69b-455c-843b-b45365c695bb_382-562.mp3	132.605	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/39080101-e69b-455c-843b-b45365c695bb_765-945.mp3	132.099	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/390b4193-5b59-41cd-887b-02a81132ce4f_0-180.mp3	129.858	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/390b4193-5b59-41cd-887b-02a81132ce4f_1221-1401.mp3	130.308	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/390b4193-5b59-41cd-887b-02a81132ce4f_610-790.mp3	128.989	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/393f4891-7869-4067-b22b-18219873c4b1_0-180.mp3	129.639	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3959bd90-bbe8-45d2-87de-3158a4298865_0-180.mp3	161.442	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/3978bba4-6c42-46b1-a9ab-0b35c224ffe5_0-180.mp3	294.852	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/3978bba4-6c42-46b1-a9ab-0b35c224ffe5_1025-1205.mp3	294.599	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/3978bba4-6c42-46b1-a9ab-0b35c224ffe5_2050-2230.mp3	296.492	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/3abaaa52-4c95-4e8b-beda-37bc3d01f763_0-180.mp3	179.19	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/3abaaa52-4c95-4e8b-beda-37bc3d01f763_1028-1208.mp3	179.384	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/3abaaa52-4c95-4e8b-beda-37bc3d01f763_514-694.mp3	179.222	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/3ba1767b-f6c3-43dc-856f-1df72863650f_0-180.mp3	137.175	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3bc2e9ff-698c-4c76-8a21-1c8de447b0ce_0-180.mp3	142.556	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3c91e959-5292-4b7a-a5c7-36bb77684169_0-180.mp3	160.487	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/3c91e959-5292-4b7a-a5c7-36bb77684169_394-574.mp3	161.26	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/3c91e959-5292-4b7a-a5c7-36bb77684169_789-969.mp3	160.49	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/3d935f9f-d20d-4fea-a510-cd98fb6b3202_0-180.mp3	125.46	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3d935f9f-d20d-4fea-a510-cd98fb6b3202_452-632.mp3	125.32	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3d935f9f-d20d-4fea-a510-cd98fb6b3202_904-1084.mp3	125.759	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3dbeaf76-b439-46ff-b459-bbadffd4b5b5_0-180.mp3	138.785	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/3dfcbdcb-0bf6-4cf6-a329-0d458877ab6a_0-180.mp3	242.508	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/3dfcbdcb-0bf6-4cf6-a329-0d458877ab6a_390-570.mp3	243.241	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/3dfcbdcb-0bf6-4cf6-a329-0d458877ab6a_781-961.mp3	242.355	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/402f49e2-5957-4b24-9229-0c94b0c4c07d_0-180.mp3	161.748	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/4085ebbd-5b6f-4b99-bf1d-666ff45ecdaf_0-180.mp3	169.31	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/40ecccaf-46d9-42a3-a709-e5202a1e22ec_0-180.mp3	328.798	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/4105e310-cc91-4c57-b0a9-37085f3903a6_0-180.mp3	329.816	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/41a138f7-59a4-4ef9-ae37-5b9fd097269c_0-180.mp3	146.469	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/41e3e253-0d97-4ded-9e3b-7bd7e9089098_0-180.mp3	143.018	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4219943c-d86f-4fc8-bca9-3c2b16218caf_0-180.mp3	155.247	Carnatic	NA	Female	instrumental
TonicDataset/CM/audio/434f533d-0d63-4d36-899b-908fcd9cc786_0-180.mp3	144.356	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/442715a3-31f8-494a-a694-9c571e7c38ea_0-180.mp3	197.138	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/45ac02f9-e046-495d-86c7-deac430ca977_0-180.mp3	141.924	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/46d2fe1f-87e4-47fc-a665-cdb680dae535_0-180.mp3	187.154	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/47b1d659-6309-4fe1-95a3-72635020379f_0-180.mp3	161.452	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/480922a6-b0d8-4dee-989e-16cb899780a7_0-180.mp3	131.104	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/49458b4a-5631-4cc5-8c8d-bf638223a58a_0-180.mp3	141.751	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/49b39a9e-757f-4c8b-88e1-836f7a608277_0-180.mp3	146.366	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4a0eec90-de3a-4393-94ab-56d853eb2bc7_0-180.mp3	194.172	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/4a0eec90-de3a-4393-94ab-56d853eb2bc7_1195-1375.mp3	192.614	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/4a0eec90-de3a-4393-94ab-56d853eb2bc7_597-777.mp3	193.508	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/4a6812e7-86d5-41a0-a780-4b8a5cd3a6fa_0-180.mp3	156.207	Carnatic	NA	Female	instrumental
TonicDataset/CM/audio/4aff200c-1415-4b41-9ecb-6b3fff9074c1_0-180.mp3	166.376	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/4b01e19f-9db8-4827-a103-ef6e50d814ac_0-180.mp3	145.877	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4b120b45-078a-4207-9729-ead807cdc8a4_0-180.mp3	155.33	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/4bab0121-65ef-4de3-8547-09f34ac1336a_0-180.mp3	168.78	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/4cce25c2-7ffe-431c-9665-0e3d7ac4d75e_0-180.mp3	197.235	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/4d3bcfe3-892b-43a8-a2ef-1f78a37cf277_0-180.mp3	157.131	Carnatic	NA	Female	instrumental
TonicDataset/CM/audio/4e1209fd-eb99-4481-b292-3fc2d806b64f_0-180.mp3	141.122	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/4e9b3d2c-78e1-48b7-ad97-fc8a7f49cd72_0-180.mp3	283.247	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/4e9b3d2c-78e1-48b7-ad97-fc8a7f49cd72_1219-1399.mp3	282.94	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/4e9b3d2c-78e1-48b7-ad97-fc8a7f49cd72_609-789.mp3	284.588	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/507c8fee-0844-4602-82d9-2cb131d06c84_0-180.mp3	197.695	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/507c8fee-0844-4602-82d9-2cb131d06c84_1106-1286.mp3	196.661	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/507c8fee-0844-4602-82d9-2cb131d06c84_2212-2392.mp3	197.513	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/50a1bca8-bc3d-4e20-b2a5-db94bdd29aad_0-180.mp3	336.488	Carnatic	NA	Female	instrumental
TonicDataset/CM/audio/51be244d-17aa-4c44-88f7-82d00225da0e_0-180.mp3	192.055	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/524e22c9-aaf6-40e5-91ac-315b28349b6d_0-180.mp3	193.331	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/526a79ed-0535-4df1-b3ff-0b1b92a7c21f_0-180.mp3	130.352	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/527c1543-deba-4b62-9a41-0b13443ca831_0-180.mp3	205.877	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/52f204cb-1d76-4405-a28a-add970f7f46c_0-180.mp3	155.586	Carnatic	NA	Female	instrumental
TonicDataset/CM/audio/535fbd38-a184-4d19-b777-e3ab6e1d9db6_0-180.mp3	141.352	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/539f5ee4-f163-452a-ae6c-ffb3231bdd57_0-180.mp3	193.071	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/5423fdaf-e914-49e2-ac8b-b52003b374a6_0-180.mp3	142.875	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/547b05bb-4adb-4e78-83b9-93c0d3c1c9d6_0-180.mp3	130.452	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/547b05bb-4adb-4e78-83b9-93c0d3c1c9d6_361-541.mp3	130.791	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/547b05bb-4adb-4e78-83b9-93c0d3c1c9d6_722-902.mp3	130.795	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/56946cdc-f9ea-4951-8033-4e6c9d2151a4_0-180.mp3	145.244	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/57164999-023f-4665-a6bc-bf6ffc2d536d_0-180.mp3	158.465	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/573f34a7-3d87-4ca8-a2ad-e5bc9a8b8abb_0-180.mp3	125.901	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/57c47d41-e2e9-4ac5-a9de-496d4c491082_0-180.mp3	159.655	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/57c47d41-e2e9-4ac5-a9de-496d4c491082_468-648.mp3	159.796	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/57c47d41-e2e9-4ac5-a9de-496d4c491082_936-1116.mp3	159.531	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5a9f6d70-00b2-43e7-ac1e-61bb06bc5c3b_0-180.mp3	120.577	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/5b640af5-26f6-4a02-81e5-d28cd01e9149_0-180.mp3	139.955	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5b640af5-26f6-4a02-81e5-d28cd01e9149_465-645.mp3	139.931	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5b640af5-26f6-4a02-81e5-d28cd01e9149_930-1110.mp3	140.618	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5c046343-cde4-4487-9450-ab1bf3b1ce53_0-180.mp3	146.347	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5c046343-cde4-4487-9450-ab1bf3b1ce53_1222-1402.mp3	145.776	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5c046343-cde4-4487-9450-ab1bf3b1ce53_611-791.mp3	146.534	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5c0fec0a-094e-471b-aa83-1f8e6ee3d274_0-180.mp3	165.383	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5c0fec0a-094e-471b-aa83-1f8e6ee3d274_488-668.mp3	165.638	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5c0fec0a-094e-471b-aa83-1f8e6ee3d274_976-1156.mp3	164.703	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5d7d218a-9b16-4980-91f7-1f39bb8e3456_0-180.mp3	210.467	Carnatic	NA	Female	instrumental
TonicDataset/CM/audio/5e36d2fc-cddf-4fc2-b336-be537764dbd5_0-180.mp3	139.734	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/5eb580e8-faea-4082-88c8-e9e3b73779ec_0-180.mp3	136.657	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/5fc61b44-a672-4f9b-a88a-f7c10680d057_0-180.mp3	206.112	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/601e31d0-4d37-4113-9ca2-ac63ca47e87a_0-180.mp3	153.438	Hindustani	NA	Male	instrumental
TonicDataset/CM/audio/61e7bb81-0294-4bce-b8c5-c963519a8da8_0-180.mp3	132.489	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/62107f21-e1b0-4cd2-bfcd-765ae205b7f8_0-180.mp3	164.089	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/62d572bc-f693-4378-b22c-03879b78ff0a_0-180.mp3	156.634	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/631873f5-6bf6-4ce8-973b-8eea59b87a02_0-180.mp3	130.523	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/63266e48-0a3c-4756-b2bf-eb2d20902eee_0-180.mp3	156.501	Hindustani	NA	Male	vocal
TonicDataset/CM/audio/64a4af23-ad15-4768-a9f1-252145b04dae_0-180.mp3	145.415	Carnatic	NA	Male	vocal
TonicDataset/CM/audio/64fe32fd-efa6-42e3-85b9-d7588cfa7375_0-180.mp3	308.278	Carnatic	NA	Male	instrumental
TonicDataset/CM/audio/6688cb72-8dd9-492b-b652-7a2a522d262d_0-180.mp3	206.6	Carnatic	NA	Female	vocal
TonicDataset/CM/audio/66d2f418-2e97-46da-a689-c94ab70b829e_0-180.mp3	154.458	Carnatic	NA	Female	instrumental
